Episode,Reward,PolicyLoss,ValueLoss,AvgWaitingTime
1,-15.78581397500831,-0.3155660331249237,6.156087398529053,56.511658032934726
2,-21.891689397890946,-0.3447716236114502,4.717680931091309,76.49031853433603
3,-14.099405374429358,-0.34762030839920044,1.1672056913375854,54.51443791138746
4,-20.994373607412495,-0.3190429210662842,3.615508556365967,73.34086164855225
5,-14.353374949226009,-0.3348257839679718,2.6912529468536377,52.906499117649176
6,-12.871328701118864,-0.34677624702453613,3.2354776859283447,48.511149919204
7,-18.53299572091572,-0.3258879482746124,4.114406585693359,68.1725948101639
8,-18.493268426748912,-0.335408478975296,2.748178720474243,63.48790272107745
9,-16.973216840565954,-0.3405693769454956,7.004788875579834,58.51674503763792
10,-19.59342063818754,-0.3453218340873718,3.49440860748291,67.2102756642071
11,-11.956527160439512,-0.3533284664154053,1.1426076889038086,46.731274847797344
12,-20.460644950549252,-0.3152531385421753,7.528478145599365,73.09693631257757
13,-21.566855276500114,-0.3347852826118469,2.338785171508789,76.3698246503008
14,-15.381753194393877,-0.3251510262489319,6.205943584442139,57.85618459299255
15,-13.198226580421478,-0.3340868353843689,4.792291641235352,50.39756094539831
