Episode,Reward,PolicyLoss,ValueLoss,AvgWaitingTime
1,-14.144823599164319,-0.3563801646232605,1.5310827493667603,54.29830438834566
2,-10.570250067782997,-0.3398425579071045,3.297884225845337,39.53059079908897
3,-12.092044468671816,-0.3410279452800751,1.3065599203109741,47.024817802023684
4,-12.484213998143895,-0.3607282042503357,2.7413952350616455,48.97312170853837
5,-18.816059074142768,-0.37341028451919556,4.9246649742126465,62.30545235900628
6,-13.5078937761142,-0.3684513568878174,3.02264666557312,51.31605182671359
7,-17.417752925813,-0.34367039799690247,1.7383686304092407,62.67615388877644
8,-18.429285499730184,-0.35557809472084045,4.005903244018555,64.65065633413587
9,-24.941473507399234,-0.36045849323272705,5.546815872192383,84.5348155032032
10,-18.553028269097783,-0.35927364230155945,6.74348258972168,60.76431139994382
11,-14.369100748240552,-0.3383035659790039,1.7227091789245605,51.39421437003351
12,-24.172713018524217,-0.3420773148536682,4.263625144958496,79.07660159553275
13,-16.823251028206954,-0.33587777614593506,2.543428659439087,59.69654712571379
14,-17.674627393560282,-0.3464265465736389,4.592095375061035,61.48474065056923
15,-17.053515189495048,-0.34876346588134766,3.1816186904907227,65.20687864734646
16,-17.506716511765486,-0.32754307985305786,4.598970890045166,62.68089918503685
17,-16.44484643215451,-0.3663279116153717,1.676088571548462,60.399416364986536
18,-16.47541425019049,-0.3381018340587616,2.435751438140869,58.782433846840796
19,-17.048131073448165,-0.32942962646484375,2.7308270931243896,61.2237072514726
20,-19.557143453958012,-0.3401402533054352,3.3709068298339844,68.64864370063646
21,-13.370037286764301,-0.3481985926628113,3.904345989227295,53.34140748050062
22,-13.426117886565129,-0.35620784759521484,2.016324043273926,49.24388182623478
23,-18.992232715065366,-0.3391563296318054,6.518687725067139,62.52209576103118
24,-16.026290040154866,-0.3228009343147278,3.5591397285461426,56.78093298027508
25,-17.53070950514667,-0.33542007207870483,3.5595152378082275,58.708688218651986
26,-15.203798732872906,-0.3482159376144409,2.0819125175476074,55.8787697306719
27,-21.98399492472102,-0.34918975830078125,8.13780689239502,76.03951455616311
28,-17.982199979891252,-0.35024887323379517,2.1483852863311768,61.79041850862504
29,-18.545229047365982,-0.3330566883087158,4.216477394104004,64.13381022723344
30,-14.02160864549959,-0.34503644704818726,2.849013328552246,53.841585729085736
31,-17.57435107195994,-0.3358995318412781,2.5125977993011475,62.17631357839692
32,-13.50958248896972,-0.331829696893692,3.0421152114868164,48.408079225842386
33,-11.846072236353615,-0.3755338788032532,1.8713302612304688,46.999585510331116
34,-13.881540362269801,-0.3437514007091522,4.138144493103027,52.69582029979347
35,-16.258343715279384,-0.33030596375465393,8.4456787109375,59.02865823944959
36,-20.855087143386637,-0.355593740940094,3.8233418464660645,74.31639654963931
37,-12.818126826437712,-0.3735671043395996,1.41768217086792,48.27153007667714
38,-14.190986156036681,-0.3316519260406494,1.7777845859527588,54.80209331790215
39,-26.606049812445765,-0.3519213795661926,6.972066879272461,74.58419949400142
40,-20.499608094548204,-0.35840827226638794,5.977842330932617,69.55062492740956
41,-18.551117095940743,-0.3410657048225403,3.0350074768066406,67.97101034309497
42,-16.907937996700376,-0.34581220149993896,3.9127705097198486,58.33900081735227
43,-17.317938127787084,-0.3460121154785156,2.956292152404785,60.36876863795723
44,-23.442961380255685,-0.3609465956687927,5.064664840698242,71.98118151851313
45,-20.070261121749216,-0.3249299228191376,4.236792087554932,68.39173845399336
46,-12.303211051077374,-0.34158235788345337,2.7579636573791504,49.21806596181595
47,-18.428797781990703,-0.36583825945854187,10.069146156311035,63.0690992783384
48,-12.346423114755455,-0.37636488676071167,6.07237434387207,44.880858681079275
49,-25.86981731759603,-0.33532536029815674,4.942215919494629,84.9952818360165
50,-12.879957635925836,-0.36361658573150635,6.497602939605713,49.42571818613486
51,-18.035271812062277,-0.3314933776855469,11.872231483459473,62.30299055681409
52,-19.14685126359879,-0.33179888129234314,7.100335597991943,63.85015579064003
53,-15.534120546097812,-0.33321723341941833,4.850526332855225,55.894653435707355
54,-19.697442413337125,-0.32642754912376404,8.443192481994629,67.79125398778177
55,-20.248572774699493,-0.3523520231246948,5.228096008300781,64.00642645849436
56,-19.636382078402253,-0.3612111210823059,7.164309978485107,66.251077049186
57,-13.26780563251203,-0.3789585828781128,1.7639470100402832,48.00579172552212
58,-20.675169981973497,-0.35927799344062805,3.605015993118286,70.16198010926271
59,-14.54987839716782,-0.3278334140777588,6.812547206878662,53.94315116619038
60,-17.52958995691656,-0.3418291211128235,6.316154956817627,60.442503829337916
61,-26.303506722098803,-0.38131973147392273,9.231528282165527,77.9419808937045
62,-19.368961085979077,-0.34797102212905884,3.059164047241211,64.52496196184276
63,-16.74955788204545,-0.3494478166103363,2.4369301795959473,59.868310978237446
64,-13.051684084269207,-0.35118889808654785,2.0465750694274902,50.72785733180021
65,-12.904634714807196,-0.3515135645866394,1.852394700050354,47.69215038515198
66,-12.863596257178566,-0.3224531412124634,3.046605348587036,46.814832816058306
67,-18.590949775527424,-0.3461490869522095,4.006990432739258,65.24489701869284
68,-20.476692346026418,-0.3420334458351135,3.6924312114715576,67.52931471031562
69,-19.29219061718863,-0.35065698623657227,5.402111530303955,66.65190348866821
70,-20.932529463249864,-0.3602888286113739,4.455572128295898,73.34903435061827
71,-14.103755756961045,-0.33023181557655334,1.921987771987915,52.64603668390433
72,-20.303320504113657,-0.33666229248046875,4.960153579711914,69.93288420989828
73,-18.188116393928116,-0.3558371663093567,3.5383806228637695,61.37596099887766
74,-16.923738970241804,-0.3259633481502533,8.116471290588379,57.9309010842099
75,-19.86658447694414,-0.3631252646446228,3.830057144165039,64.62274523507108
76,-18.98164077360053,-0.33450841903686523,4.086767196655273,66.93111906098017
77,-17.12420134922986,-0.35104596614837646,2.2697041034698486,63.43042977672134
78,-28.391857311652572,-0.3702690601348877,7.389237880706787,76.81251117453692
79,-20.58015586118536,-0.35044771432876587,3.4740471839904785,69.87536272388195
80,-14.883500482513528,-0.3456805646419525,1.6425760984420776,53.63454790035672
81,-16.096973034797823,-0.3395059406757355,7.906885147094727,56.67400582594369
82,-21.43998691191055,-0.3442109227180481,4.6770124435424805,70.38260779682993
83,-18.082495459141747,-0.35188764333724976,2.1363766193389893,62.88710769380704
84,-13.071826460723141,-0.3849966526031494,6.27200174331665,50.562607889568675
85,-21.805526491704,-0.3343997895717621,4.398644924163818,66.6635448171826
86,-13.34064193844247,-0.34103623032569885,0.9866820573806763,50.89910035951702
87,-22.27725401115788,-0.3339296877384186,5.680822372436523,67.95890383908821
88,-16.17308435827828,-0.3798753619194031,4.910147666931152,57.24624065724049
89,-20.41192203707876,-0.324290007352829,4.024661540985107,65.12238704915957
90,-24.796357067712876,-0.3236140012741089,4.81355094909668,75.60924010890021
91,-20.003731168691218,-0.3585076928138733,3.764559030532837,71.02406990908337
92,-20.728385252816363,-0.33773595094680786,8.594016075134277,68.69919722675843
93,-12.897878923652131,-0.34511083364486694,1.3476704359054565,47.63862830782335
94,-14.858724362744034,-0.33885014057159424,6.622189521789551,54.83004572436762
95,-19.60261168143155,-0.3620869815349579,4.80858850479126,66.38407641740974
96,-23.523196190037666,-0.35574984550476074,5.1394147872924805,69.21171796855671
97,-17.591038690318967,-0.3347513675689697,3.7693490982055664,62.71961632204578
98,-20.248748316934048,-0.34595274925231934,6.338485240936279,66.24843129959734
99,-13.34638217773396,-0.3728628158569336,2.8419137001037598,52.94638624810194
100,-15.755586708844783,-0.3462352752685547,4.536054611206055,59.92598871036372
101,-22.35687394057517,-0.35040295124053955,7.86915922164917,72.01409897195762
102,-21.662664050001883,-0.388046532869339,5.044130325317383,73.23078050033894
103,-13.094467385952123,-0.36835336685180664,3.3182294368743896,49.18300818190525
104,-17.159540993482775,-0.3386002779006958,4.489874839782715,62.63426667799537
105,-13.011829379636351,-0.3818696141242981,5.346236228942871,50.82928554485993
106,-16.3756650059954,-0.34572815895080566,6.394755840301514,57.559471037402346
107,-24.06044064833545,-0.32577797770500183,6.277789115905762,74.31425340485947
108,-16.702090690791273,-0.36537906527519226,6.458248138427734,60.155954326174914
109,-18.404047388638713,-0.3278743028640747,5.085182189941406,63.57715831644984
110,-21.309336980695704,-0.37459033727645874,5.105501174926758,73.80449498032833
111,-22.63824184369212,-0.3397113084793091,4.1533331871032715,68.19210153928555
112,-15.984966467923032,-0.33955997228622437,5.894164562225342,59.256113902301784
113,-12.300148406225436,-0.3719036877155304,1.5340608358383179,47.99615481077039
114,-20.000642220475683,-0.34308308362960815,5.585693836212158,69.50242106041051
115,-13.03863775868461,-0.3537867069244385,2.0627970695495605,49.563135389483435
116,-21.017414689689655,-0.34667354822158813,8.714947700500488,64.02184462625375
117,-13.392640378920966,-0.3661961555480957,1.9611687660217285,51.367348660111816
118,-15.203454957185238,-0.35383814573287964,2.7919929027557373,55.70964840686204
119,-18.602767707037856,-0.36104077100753784,11.195188522338867,65.34984001711152
120,-13.839671760737588,-0.3420199155807495,6.045482635498047,51.73406317720043
121,-19.852428559354824,-0.3209918439388275,4.646315574645996,62.839279685742525
122,-12.282385569961512,-0.3416425585746765,1.777001142501831,49.25134459766812
123,-29.83757479596083,-0.3634982705116272,11.590348243713379,92.66422430722679
124,-15.225023086104551,-0.3410477042198181,4.457915306091309,55.22555675032455
125,-16.259993843278952,-0.34734833240509033,6.687833786010742,58.361838195392124
126,-15.299929585056505,-0.35995036363601685,2.3424954414367676,51.09161136059458
127,-21.008411689964095,-0.379520058631897,4.839906692504883,70.1195134949829
128,-15.1141336867541,-0.33636122941970825,8.21993350982666,54.11343498549381
129,-13.535186066250894,-0.3745724558830261,2.265848398208618,49.78855758439093
130,-17.46957015735539,-0.33192068338394165,4.174997329711914,61.3108045692411
131,-19.395041958227054,-0.38269612193107605,4.950809955596924,70.66791629309073
132,-14.396557417857693,-0.3826848268508911,2.1419317722320557,53.48556287575896
133,-17.07574773045562,-0.3532968759536743,2.2711777687072754,61.1732227356509
134,-14.66518609568474,-0.35077065229415894,2.078721284866333,55.12101831084674
135,-21.609317795421028,-0.33606261014938354,4.857377052307129,68.06393085600725
136,-17.87686409321237,-0.36693525314331055,6.525295257568359,60.35586302280003
137,-13.480517567342044,-0.35382699966430664,1.7727352380752563,51.04449490716497
138,-14.731906946911545,-0.3394780158996582,2.892397403717041,59.07438896374851
139,-19.826995884975762,-0.3313486874103546,4.899611949920654,62.855026486700325
140,-13.263438509948987,-0.3596014380455017,2.99544358253479,50.450861874623484
141,-19.05888374183624,-0.332433819770813,4.1157917976379395,66.47316432886286
142,-14.186659420669594,-0.3631649613380432,7.244663715362549,52.280757051590385
143,-20.24607652866765,-0.37391549348831177,5.92449951171875,66.19551356867534
144,-25.76194598496195,-0.38367533683776855,7.733273029327393,83.50946470730482
145,-24.058059712098242,-0.376220703125,7.214968204498291,75.00456399999744
146,-18.99118256094377,-0.3459847569465637,3.151759147644043,69.1326632157035
147,-15.779358082978549,-0.3661225736141205,9.27439022064209,58.98147894140412
148,-11.150918359920272,-0.3514168858528137,1.924668788909912,42.45927571883455
149,-17.172861441683608,-0.3433687686920166,5.589998722076416,53.92174383397044
150,-15.508291193382705,-0.3502733111381531,4.78699254989624,57.223567851004745
151,-17.05778185686918,-0.3232136368751526,3.3253915309906006,60.51671420426216
152,-24.633757610793946,-0.3624175190925598,4.781614303588867,76.55460871967551
153,-17.644429607376747,-0.3528590202331543,3.769292116165161,62.15856840895204
154,-15.091450286802615,-0.353304922580719,3.393495559692383,57.116350521244925
155,-23.958595228519943,-0.3593701720237732,5.433400630950928,76.19118567466838
156,-22.93191065370594,-0.3382894694805145,4.413093566894531,72.32778031735843
157,-15.860790849399441,-0.3372195363044739,6.743616104125977,56.61988217301943
