Episode,Reward,PolicyLoss,ValueLoss,AvgWaitingTime
1,-16.867145436759728,-0.3451648950576782,3.80257511138916,61.39120427582799
2,-16.0004808249556,-0.34405261278152466,1.72678542137146,60.701818294162585
3,-18.97305081001091,-0.34659621119499207,2.940295696258545,66.05843548638576
4,-22.756644112804658,-0.34985506534576416,4.704130172729492,79.20955299308523
5,-19.29098959195383,-0.34319818019866943,4.559591770172119,70.43793469268307
6,-11.711986390940194,-0.3164728581905365,3.6471176147460938,46.749575169571216
7,-22.253805622633422,-0.3359510600566864,3.742097854614258,76.25440648035804
8,-21.171898267400042,-0.3662610352039337,5.027358055114746,77.46600263823596
9,-16.184081515025596,-0.3324999213218689,5.80490255355835,60.04855190727626
10,-20.784262576761215,-0.35063743591308594,7.163999080657959,68.9505449309574
11,-13.325880649254682,-0.34763583540916443,1.9514821767807007,52.18349404824318
12,-16.857497725516016,-0.3173987567424774,8.88685417175293,62.826823592088125
13,-22.675573887695712,-0.35097092390060425,4.511173248291016,80.95013869970838
14,-20.61341380940684,-0.36234205961227417,2.6576900482177734,75.44308816464297
15,-18.506720747113118,-0.3436731696128845,3.7362687587738037,67.94012477501268
16,-15.182407232711725,-0.33596163988113403,3.2307066917419434,56.23427396914922
17,-22.143511792781023,-0.3495023846626282,2.532116651535034,76.44080783790058
18,-17.69088473401013,-0.3344494104385376,2.309868335723877,62.65621348200272
19,-16.002423266413135,-0.3473851680755615,2.4027695655822754,58.95628170848759
20,-20.570953375844145,-0.3680517375469208,2.256068706512451,69.65716009128639
21,-16.190217805783956,-0.3477227985858917,2.7164735794067383,56.54492511564013
22,-27.83473646592865,-0.3517068028450012,4.212543964385986,79.38599590878174
23,-23.227856806446965,-0.35505804419517517,5.79814338684082,75.2728936857499
24,-19.989252342805685,-0.3311326503753662,6.2319512367248535,69.30466686551576
25,-19.612327398082044,-0.34232860803604126,5.416805267333984,71.41341172702
26,-12.635964736365823,-0.357049822807312,1.2761296033859253,49.95817562679869
27,-18.877351021520077,-0.3518686294555664,6.9379658699035645,67.31408934152513
28,-15.651217595605258,-0.35627609491348267,2.030702590942383,57.80992712997357
29,-17.429312035615805,-0.3331804871559143,6.208616256713867,62.06212368277869
30,-14.097915219798386,-0.3593355119228363,0.6708312034606934,53.94528009299226
31,-22.610878173937742,-0.35270610451698303,3.7364919185638428,78.5069075698617
32,-13.73658796979947,-0.359345018863678,2.502232789993286,53.1318011487618
33,-16.404388757214303,-0.34531110525131226,2.7855663299560547,61.358004621375315
34,-19.03324634159899,-0.337478905916214,9.518912315368652,69.8594618214906
35,-18.02022105882824,-0.35392728447914124,4.1603684425354,62.03382339394003
36,-23.44627809780769,-0.3586912751197815,4.623414039611816,83.69470926516775
37,-19.888951298563114,-0.3405224084854126,3.926133155822754,69.5321012144553
38,-22.927140977863413,-0.38138964772224426,4.803295612335205,69.01979729411615
39,-15.61306662040192,-0.3482147455215454,1.71860933303833,58.45406579675611
40,-21.3334743820997,-0.32834380865097046,2.5011725425720215,75.98982381852079
41,-23.277687455212753,-0.39598482847213745,6.267001152038574,80.97316106147944
42,-18.11377671281429,-0.34278160333633423,6.11391544342041,67.56764880300467
43,-24.69681516380212,-0.365817129611969,3.503721237182617,74.64421564174894
44,-19.83680974242204,-0.3353138566017151,2.052788496017456,74.27711675579322
45,-19.60689332780127,-0.3510385751724243,5.66786003112793,74.3476755840978
46,-22.47457619785576,-0.35153207182884216,3.4043166637420654,74.66132117123787
47,-15.40410750719725,-0.34110334515571594,2.087189197540283,60.74360710776152
48,-11.468587601544003,-0.33614563941955566,2.0922250747680664,47.787754309977046
49,-14.975718974474391,-0.34207993745803833,4.124750137329102,58.56858272168552
50,-16.19140851536604,-0.3821534514427185,0.8888490796089172,68.79876776146988
51,-15.03770256219051,-0.35582196712493896,2.377368927001953,59.52021819394544
52,-14.104548089016228,-0.3662852644920349,1.0708051919937134,56.66183589096558
53,-20.18188443712605,-0.3939242959022522,4.258111476898193,74.91396479362923
54,-24.918523079225224,-0.3774763345718384,3.4029972553253174,87.33501710141796
55,-24.63195461325427,-0.3726922273635864,4.874013423919678,92.40349101107523
56,-14.994942024159691,-0.3536335229873657,4.797179222106934,63.626517681664744
57,-17.05714277943826,-0.34465259313583374,2.9017488956451416,68.36892596782303
58,-19.061243725874952,-0.3787345886230469,5.595882892608643,74.22449989582464
59,-14.910168617379481,-0.3619527518749237,4.575117111206055,62.16245400347333
60,-18.719213274860024,-0.3586214780807495,4.555241584777832,68.59195710907557
61,-14.483252132189511,-0.42721128463745117,1.8232182264328003,60.21545921398862
62,-22.320533472579704,-0.34224268794059753,2.265547513961792,72.94502921813415
63,-17.367623182610867,-0.35785871744155884,3.962052583694458,65.92231590152086
64,-17.900085975411056,-0.32834917306900024,3.0383825302124023,72.45068660749698
65,-15.213511335711495,-0.3390945494174957,0.669110894203186,64.16321093122563
66,-17.4530693854133,-0.401735782623291,2.351717472076416,67.55588091947378
67,-18.90729131368767,-0.31684350967407227,3.1481709480285645,70.34664019845941
68,-18.725017359049183,-0.34353387355804443,5.405052661895752,68.77164355310428
69,-21.6032934780194,-0.3214397430419922,2.7607979774475098,77.57880380306703
70,-20.401923989647006,-0.34893813729286194,1.9194090366363525,79.45758365715167
71,-14.038498740173743,-0.35172247886657715,3.3641114234924316,60.13563399445269
72,-16.603959959649156,-0.33568620681762695,4.544849395751953,67.19683560924369
73,-18.094098716275557,-0.3656368553638458,2.1504321098327637,66.6140676807029
74,-15.261173008848447,-0.3441717028617859,0.5700441598892212,64.56547718519226
75,-19.83028705627373,-0.369221568107605,1.7167103290557861,74.02347897200838
76,-13.206312898735154,-0.36866796016693115,1.5501899719238281,57.781872044418
